id,Course,Hole,par,yardage,fun,difficulty,maintenance,city,state,postalCode,photo,thumbnail,description
eagle-landing-golf-club-6,Eagle Landing Golf Club,6,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-7,Eagle Landing Golf Club,7,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-8,Eagle Landing Golf Club,8,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-9,Eagle Landing Golf Club,9,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-10,Eagle Landing Golf Club,10,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-11,Eagle Landing Golf Club,11,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-12,Eagle Landing Golf Club,12,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-13,Eagle Landing Golf Club,13,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-14,Eagle Landing Golf Club,14,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-15,Eagle Landing Golf Club,15,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-16,Eagle Landing Golf Club,16,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-17,Eagle Landing Golf Club,17,,,,,,Not Specified,,Not Specified,,,
eagle-landing-golf-club-18,Eagle Landing Golf Club,18,,,,,,Not Specified,,Not Specified,,,
eagle-nest-golf-club-1,Eagle Nest Golf Club,1,,,,,,Little River,,29566,,,
eagle-nest-golf-club-2,Eagle Nest Golf Club,2,,,,,,Little River,,29566,,,
eagle-nest-golf-club-3,Eagle Nest Golf Club,3,,,,,,Little River,,29566,,,
eagle-nest-golf-club-4,Eagle Nest Golf Club,4,,,,,,Little River,,29566,,,
eagle-nest-golf-club-5,Eagle Nest Golf Club,5,,,,,,Little River,,29566,,,
eagle-nest-golf-club-6,Eagle Nest Golf Club,6,,,,,,Little River,,29566,,,
eagle-nest-golf-club-7,Eagle Nest Golf Club,7,,,,,,Little River,,29566,,,
eagle-nest-golf-club-8,Eagle Nest Golf Club,8,,,,,,Little River,,29566,,,
eagle-nest-golf-club-9,Eagle Nest Golf Club,9,,,,,,Little River,,29566,,,
eagle-nest-golf-club-10,Eagle Nest Golf Club,10,,,,,,Little River,,29566,,,
eagle-nest-golf-club-11,Eagle Nest Golf Club,11,,,,,,Little River,,29566,,,
eagle-nest-golf-club-12,Eagle Nest Golf Club,12,,,,,,Little River,,29566,,,
eagle-nest-golf-club-13,Eagle Nest Golf Club,13,,,,,,Little River,,29566,,,
eagle-nest-golf-club-14,Eagle Nest Golf Club,14,,,,,,Little River,,29566,,,
eagle-nest-golf-club-15,Eagle Nest Golf Club,15,,,,,,Little River,,29566,,,
eagle-nest-golf-club-16,Eagle Nest Golf Club,16,,,,,,Little River,,29566,,,
eagle-nest-golf-club-17,Eagle Nest Golf Club,17,,,,,,Little River,,29566,,,
eagle-nest-golf-club-18,Eagle Nest Golf Club,18,,,,,,Little River,,29566,,,
eastport-golf-club-1,Eastport Golf Club,1,,,,,,Little River,,29566,,,
eastport-golf-club-2,Eastport Golf Club,2,,,,,,Little River,,29566,,,
eastport-golf-club-3,Eastport Golf Club,3,,,,,,Little River,,29566,,,
eastport-golf-club-4,Eastport Golf Club,4,,,,,,Little River,,29566,,,
eastport-golf-club-5,Eastport Golf Club,5,,,,,,Little River,,29566,,,
eastport-golf-club-6,Eastport Golf Club,6,,,,,,Little River,,29566,,,
eastport-golf-club-7,Eastport Golf Club,7,,,,,,Little River,,29566,,,
eastport-golf-club-8,Eastport Golf Club,8,,,,,,Little River,,29566,,,
eastport-golf-club-9,Eastport Golf Club,9,,,,,,Little River,,29566,,,
eastport-golf-club-10,Eastport Golf Club,10,,,,,,Little River,,29566,,,
eastport-golf-club-11,Eastport Golf Club,11,,,,,,Little River,,29566,,,
eastport-golf-club-12,Eastport Golf Club,12,,,,,,Little River,,29566,,,
eastport-golf-club-13,Eastport Golf Club,13,,,,,,Little River,,29566,,,
eastport-golf-club-14,Eastport Golf Club,14,,,,,,Little River,,29566,,,
eastport-golf-club-15,Eastport Golf Club,15,,,,,,Little River,,29566,,,
eastport-golf-club-16,Eastport Golf Club,16,,,,,,Little River,,29566,,,
eastport-golf-club-17,Eastport Golf Club,17,,,,,,Little River,,29566,,,
eastport-golf-club-18,Eastport Golf Club,18,,,,,,Little River,,29566,,,
edgewater-golf-club-1,Edgewater Golf Club,1,,,,,,Lancaster,,29720,,,
edgewater-golf-club-2,Edgewater Golf Club,2,,,,,,Lancaster,,29720,,,
edgewater-golf-club-3,Edgewater Golf Club,3,,,,,,Lancaster,,29720,,,
edgewater-golf-club-4,Edgewater Golf Club,4,,,,,,Lancaster,,29720,,,
edgewater-golf-club-5,Edgewater Golf Club,5,,,,,,Lancaster,,29720,,,
edgewater-golf-club-6,Edgewater Golf Club,6,,,,,,Lancaster,,29720,,,
edgewater-golf-club-7,Edgewater Golf Club,7,,,,,,Lancaster,,29720,,,
edgewater-golf-club-8,Edgewater Golf Club,8,,,,,,Lancaster,,29720,,,
edgewater-golf-club-9,Edgewater Golf Club,9,,,,,,Lancaster,,29720,,,
edgewater-golf-club-10,Edgewater Golf Club,10,,,,,,Lancaster,,29720,,,
edgewater-golf-club-11,Edgewater Golf Club,11,,,,,,Lancaster,,29720,,,
edgewater-golf-club-12,Edgewater Golf Club,12,,,,,,Lancaster,,29720,,,
edgewater-golf-club-13,Edgewater Golf Club,13,,,,,,Lancaster,,29720,,,
edgewater-golf-club-14,Edgewater Golf Club,14,,,,,,Lancaster,,29720,,,
edgewater-golf-club-15,Edgewater Golf Club,15,,,,,,Lancaster,,29720,,,
edgewater-golf-club-16,Edgewater Golf Club,16,,,,,,Lancaster,,29720,,,
edgewater-golf-club-17,Edgewater Golf Club,17,,,,,,Lancaster,,29720,,,
edgewater-golf-club-18,Edgewater Golf Club,18,,,,,,Lancaster,,29720,,,
fairdale-country-club-1,Fairdale Country Club,1,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-2,Fairdale Country Club,2,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-3,Fairdale Country Club,3,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-4,Fairdale Country Club,4,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-5,Fairdale Country Club,5,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-6,Fairdale Country Club,6,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-7,Fairdale Country Club,7,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-8,Fairdale Country Club,8,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-9,Fairdale Country Club,9,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-10,Fairdale Country Club,10,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-11,Fairdale Country Club,11,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-12,Fairdale Country Club,12,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-13,Fairdale Country Club,13,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-14,Fairdale Country Club,14,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-15,Fairdale Country Club,15,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-16,Fairdale Country Club,16,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-17,Fairdale Country Club,17,,,,,,Not Specified,,Not Specified,,,
fairdale-country-club-18,Fairdale Country Club,18,,,,,,Not Specified,,Not Specified,,,
fairfield-country-club-1,Fairfield Country Club,1,,,,,,Winnsboro,,29180,,,
fairfield-country-club-2,Fairfield Country Club,2,,,,,,Winnsboro,,29180,,,
fairfield-country-club-3,Fairfield Country Club,3,,,,,,Winnsboro,,29180,,,
fairfield-country-club-4,Fairfield Country Club,4,,,,,,Winnsboro,,29180,,,
fairfield-country-club-5,Fairfield Country Club,5,,,,,,Winnsboro,,29180,,,
fairfield-country-club-6,Fairfield Country Club,6,,,,,,Winnsboro,,29180,,,
fairfield-country-club-7,Fairfield Country Club,7,,,,,,Winnsboro,,29180,,,
fairfield-country-club-8,Fairfield Country Club,8,,,,,,Winnsboro,,29180,,,
fairfield-country-club-9,Fairfield Country Club,9,,,,,,Winnsboro,,29180,,,
fairfield-country-club-10,Fairfield Country Club,10,,,,,,Winnsboro,,29180,,,
fairfield-country-club-11,Fairfield Country Club,11,,,,,,Winnsboro,,29180,,,
fairfield-country-club-12,Fairfield Country Club,12,,,,,,Winnsboro,,29180,,,
fairfield-country-club-13,Fairfield Country Club,13,,,,,,Winnsboro,,29180,,,
fairfield-country-club-14,Fairfield Country Club,14,,,,,,Winnsboro,,29180,,,
fairfield-country-club-15,Fairfield Country Club,15,,,,,,Winnsboro,,29180,,,
fairfield-country-club-16,Fairfield Country Club,16,,,,,,Winnsboro,,29180,,,
fairfield-country-club-17,Fairfield Country Club,17,,,,,,Winnsboro,,29180,,,
fairfield-country-club-18,Fairfield Country Club,18,,,,,,Winnsboro,,29180,,,
falcons-lair-golf-course-1,Falcons Lair Golf Course,1,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-2,Falcons Lair Golf Course,2,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-3,Falcons Lair Golf Course,3,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-4,Falcons Lair Golf Course,4,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-5,Falcons Lair Golf Course,5,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-6,Falcons Lair Golf Course,6,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-7,Falcons Lair Golf Course,7,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-8,Falcons Lair Golf Course,8,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-9,Falcons Lair Golf Course,9,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-10,Falcons Lair Golf Course,10,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-11,Falcons Lair Golf Course,11,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-12,Falcons Lair Golf Course,12,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-13,Falcons Lair Golf Course,13,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-14,Falcons Lair Golf Course,14,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-15,Falcons Lair Golf Course,15,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-16,Falcons Lair Golf Course,16,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-17,Falcons Lair Golf Course,17,,,,,,Walhalla,,29691,,,
falcons-lair-golf-course-18,Falcons Lair Golf Course,18,,,,,,Walhalla,,29691,,,
florence-country-club-1,Florence Country Club,1,,,,,,Florence,,29506,,,
florence-country-club-2,Florence Country Club,2,,,,,,Florence,,29506,,,
florence-country-club-3,Florence Country Club,3,,,,,,Florence,,29506,,,
florence-country-club-4,Florence Country Club,4,,,,,,Florence,,29506,,,
florence-country-club-5,Florence Country Club,5,,,,,,Florence,,29506,,,
florence-country-club-6,Florence Country Club,6,,,,,,Florence,,29506,,,
florence-country-club-7,Florence Country Club,7,,,,,,Florence,,29506,,,
florence-country-club-8,Florence Country Club,8,,,,,,Florence,,29506,,,
florence-country-club-9,Florence Country Club,9,,,,,,Florence,,29506,,,
florence-country-club-10,Florence Country Club,10,,,,,,Florence,,29506,,,
florence-country-club-11,Florence Country Club,11,,,,,,Florence,,29506,,,
florence-country-club-12,Florence Country Club,12,,,,,,Florence,,29506,,,
florence-country-club-13,Florence Country Club,13,,,,,,Florence,,29506,,,
florence-country-club-14,Florence Country Club,14,,,,,,Florence,,29506,,,
florence-country-club-15,Florence Country Club,15,,,,,,Florence,,29506,,,
florence-country-club-16,Florence Country Club,16,,,,,,Florence,,29506,,,
florence-country-club-17,Florence Country Club,17,,,,,,Florence,,29506,,,
florence-country-club-18,Florence Country Club,18,,,,,,Florence,,29506,,,
forest-lake-club-1,Forest Lake Club,1,,,,,,Columbia,,29206,,,
forest-lake-club-2,Forest Lake Club,2,,,,,,Columbia,,29206,,,
forest-lake-club-3,Forest Lake Club,3,,,,,,Columbia,,29206,,,
forest-lake-club-4,Forest Lake Club,4,,,,,,Columbia,,29206,,,
forest-lake-club-5,Forest Lake Club,5,,,,,,Columbia,,29206,,,
forest-lake-club-6,Forest Lake Club,6,,,,,,Columbia,,29206,,,
forest-lake-club-7,Forest Lake Club,7,,,,,,Columbia,,29206,,,
forest-lake-club-8,Forest Lake Club,8,,,,,,Columbia,,29206,,,
forest-lake-club-9,Forest Lake Club,9,,,,,,Columbia,,29206,,,
forest-lake-club-10,Forest Lake Club,10,,,,,,Columbia,,29206,,,
forest-lake-club-11,Forest Lake Club,11,,,,,,Columbia,,29206,,,
forest-lake-club-12,Forest Lake Club,12,,,,,,Columbia,,29206,,,
forest-lake-club-13,Forest Lake Club,13,,,,,,Columbia,,29206,,,
forest-lake-club-14,Forest Lake Club,14,,,,,,Columbia,,29206,,,
forest-lake-club-15,Forest Lake Club,15,,,,,,Columbia,,29206,,,
forest-lake-club-16,Forest Lake Club,16,,,,,,Columbia,,29206,,,
forest-lake-club-17,Forest Lake Club,17,,,,,,Columbia,,29206,,,
forest-lake-club-18,Forest Lake Club,18,,,,,,Columbia,,29206,,,
fort-jackson-golf-club-1,Fort Jackson Golf Club,1,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-2,Fort Jackson Golf Club,2,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-3,Fort Jackson Golf Club,3,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-4,Fort Jackson Golf Club,4,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-5,Fort Jackson Golf Club,5,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-6,Fort Jackson Golf Club,6,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-7,Fort Jackson Golf Club,7,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-8,Fort Jackson Golf Club,8,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-9,Fort Jackson Golf Club,9,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-10,Fort Jackson Golf Club,10,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-11,Fort Jackson Golf Club,11,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-12,Fort Jackson Golf Club,12,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-13,Fort Jackson Golf Club,13,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-14,Fort Jackson Golf Club,14,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-15,Fort Jackson Golf Club,15,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-16,Fort Jackson Golf Club,16,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-17,Fort Jackson Golf Club,17,,,,,,Columbia,,29207,,,
fort-jackson-golf-club-18,Fort Jackson Golf Club,18,,,,,,Columbia,,29207,,,
fort-mill-country-club-1,Fort Mill Country Club,1,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-2,Fort Mill Country Club,2,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-3,Fort Mill Country Club,3,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-4,Fort Mill Country Club,4,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-5,Fort Mill Country Club,5,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-6,Fort Mill Country Club,6,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-7,Fort Mill Country Club,7,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-8,Fort Mill Country Club,8,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-9,Fort Mill Country Club,9,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-10,Fort Mill Country Club,10,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-11,Fort Mill Country Club,11,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-12,Fort Mill Country Club,12,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-13,Fort Mill Country Club,13,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-14,Fort Mill Country Club,14,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-15,Fort Mill Country Club,15,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-16,Fort Mill Country Club,16,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-17,Fort Mill Country Club,17,,,,,,Fort Mill,,29715,,,
fort-mill-country-club-18,Fort Mill Country Club,18,,,,,,Fort Mill,,29715,,,
fox-creek-golf-course-1,Fox Creek Golf Course,1,,,,,,Lydia,,29079,,,
fox-creek-golf-course-2,Fox Creek Golf Course,2,,,,,,Lydia,,29079,,,
fox-creek-golf-course-3,Fox Creek Golf Course,3,,,,,,Lydia,,29079,,,
fox-creek-golf-course-4,Fox Creek Golf Course,4,,,,,,Lydia,,29079,,,
fox-creek-golf-course-5,Fox Creek Golf Course,5,,,,,,Lydia,,29079,,,
fox-creek-golf-course-6,Fox Creek Golf Course,6,,,,,,Lydia,,29079,,,
fox-creek-golf-course-7,Fox Creek Golf Course,7,,,,,,Lydia,,29079,,,
fox-creek-golf-course-8,Fox Creek Golf Course,8,,,,,,Lydia,,29079,,,
fox-creek-golf-course-9,Fox Creek Golf Course,9,,,,,,Lydia,,29079,,,
fox-creek-golf-course-10,Fox Creek Golf Course,10,,,,,,Lydia,,29079,,,
fox-creek-golf-course-11,Fox Creek Golf Course,11,,,,,,Lydia,,29079,,,
fox-creek-golf-course-12,Fox Creek Golf Course,12,,,,,,Lydia,,29079,,,
fox-creek-golf-course-13,Fox Creek Golf Course,13,,,,,,Lydia,,29079,,,
fox-creek-golf-course-14,Fox Creek Golf Course,14,,,,,,Lydia,,29079,,,
fox-creek-golf-course-15,Fox Creek Golf Course,15,,,,,,Lydia,,29079,,,
fox-creek-golf-course-16,Fox Creek Golf Course,16,,,,,,Lydia,,29079,,,
fox-creek-golf-course-17,Fox Creek Golf Course,17,,,,,,Lydia,,29079,,,
fox-creek-golf-course-18,Fox Creek Golf Course,18,,,,,,Lydia,,29079,,,
fox-run-country-club-1,Fox Run Country Club,1,,,,,,Simpsonville,,29681,,,
fox-run-country-club-2,Fox Run Country Club,2,,,,,,Simpsonville,,29681,,,
fox-run-country-club-3,Fox Run Country Club,3,,,,,,Simpsonville,,29681,,,
fox-run-country-club-4,Fox Run Country Club,4,,,,,,Simpsonville,,29681,,,
fox-run-country-club-5,Fox Run Country Club,5,,,,,,Simpsonville,,29681,,,
fox-run-country-club-6,Fox Run Country Club,6,,,,,,Simpsonville,,29681,,,
fox-run-country-club-7,Fox Run Country Club,7,,,,,,Simpsonville,,29681,,,
fox-run-country-club-8,Fox Run Country Club,8,,,,,,Simpsonville,,29681,,,
fox-run-country-club-9,Fox Run Country Club,9,,,,,,Simpsonville,,29681,,,
fox-run-country-club-10,Fox Run Country Club,10,,,,,,Simpsonville,,29681,,,
fox-run-country-club-11,Fox Run Country Club,11,,,,,,Simpsonville,,29681,,,
fox-run-country-club-12,Fox Run Country Club,12,,,,,,Simpsonville,,29681,,,
fox-run-country-club-13,Fox Run Country Club,13,,,,,,Simpsonville,,29681,,,
fox-run-country-club-14,Fox Run Country Club,14,,,,,,Simpsonville,,29681,,,
fox-run-country-club-15,Fox Run Country Club,15,,,,,,Simpsonville,,29681,,,
fox-run-country-club-16,Fox Run Country Club,16,,,,,,Simpsonville,,29681,,,
fox-run-country-club-17,Fox Run Country Club,17,,,,,,Simpsonville,,29681,,,
fox-run-country-club-18,Fox Run Country Club,18,,,,,,Simpsonville,,29681,,,
foxboro-golf-club-1,Foxboro Golf Club,1,,,,,,Summerton,,29148,,,
foxboro-golf-club-2,Foxboro Golf Club,2,,,,,,Summerton,,29148,,,
foxboro-golf-club-3,Foxboro Golf Club,3,,,,,,Summerton,,29148,,,
foxboro-golf-club-4,Foxboro Golf Club,4,,,,,,Summerton,,29148,,,
foxboro-golf-club-5,Foxboro Golf Club,5,,,,,,Summerton,,29148,,,
foxboro-golf-club-6,Foxboro Golf Club,6,,,,,,Summerton,,29148,,,
foxboro-golf-club-7,Foxboro Golf Club,7,,,,,,Summerton,,29148,,,
foxboro-golf-club-8,Foxboro Golf Club,8,,,,,,Summerton,,29148,,,
foxboro-golf-club-9,Foxboro Golf Club,9,,,,,,Summerton,,29148,,,
foxboro-golf-club-10,Foxboro Golf Club,10,,,,,,Summerton,,29148,,,
foxboro-golf-club-11,Foxboro Golf Club,11,,,,,,Summerton,,29148,,,
foxboro-golf-club-12,Foxboro Golf Club,12,,,,,,Summerton,,29148,,,
foxboro-golf-club-13,Foxboro Golf Club,13,,,,,,Summerton,,29148,,,
foxboro-golf-club-14,Foxboro Golf Club,14,,,,,,Summerton,,29148,,,
foxboro-golf-club-15,Foxboro Golf Club,15,,,,,,Summerton,,29148,,,
foxboro-golf-club-16,Foxboro Golf Club,16,,,,,,Summerton,,29148,,,
foxboro-golf-club-17,Foxboro Golf Club,17,,,,,,Summerton,,29148,,,
foxboro-golf-club-18,Foxboro Golf Club,18,,,,,,Summerton,,29148,,,
foxwood-hills-golf-course-1,Foxwood Hills Golf Course,1,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-2,Foxwood Hills Golf Course,2,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-3,Foxwood Hills Golf Course,3,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-4,Foxwood Hills Golf Course,4,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-5,Foxwood Hills Golf Course,5,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-6,Foxwood Hills Golf Course,6,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-7,Foxwood Hills Golf Course,7,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-8,Foxwood Hills Golf Course,8,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-9,Foxwood Hills Golf Course,9,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-10,Foxwood Hills Golf Course,10,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-11,Foxwood Hills Golf Course,11,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-12,Foxwood Hills Golf Course,12,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-13,Foxwood Hills Golf Course,13,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-14,Foxwood Hills Golf Course,14,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-15,Foxwood Hills Golf Course,15,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-16,Foxwood Hills Golf Course,16,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-17,Foxwood Hills Golf Course,17,,,,,,Westminster,,29693,,,
foxwood-hills-golf-course-18,Foxwood Hills Golf Course,18,,,,,,Westminster,,29693,,,
fripp-island-resort-ocean-creek-1,Fripp Island Resort - Ocean Creek,1,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-2,Fripp Island Resort - Ocean Creek,2,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-3,Fripp Island Resort - Ocean Creek,3,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-4,Fripp Island Resort - Ocean Creek,4,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-5,Fripp Island Resort - Ocean Creek,5,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-6,Fripp Island Resort - Ocean Creek,6,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-7,Fripp Island Resort - Ocean Creek,7,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-8,Fripp Island Resort - Ocean Creek,8,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-9,Fripp Island Resort - Ocean Creek,9,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-10,Fripp Island Resort - Ocean Creek,10,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-11,Fripp Island Resort - Ocean Creek,11,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-12,Fripp Island Resort - Ocean Creek,12,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-13,Fripp Island Resort - Ocean Creek,13,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-14,Fripp Island Resort - Ocean Creek,14,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-15,Fripp Island Resort - Ocean Creek,15,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-16,Fripp Island Resort - Ocean Creek,16,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-17,Fripp Island Resort - Ocean Creek,17,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-creek-18,Fripp Island Resort - Ocean Creek,18,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-1,Fripp Island Resort - Ocean Point,1,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-2,Fripp Island Resort - Ocean Point,2,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-3,Fripp Island Resort - Ocean Point,3,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-4,Fripp Island Resort - Ocean Point,4,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-5,Fripp Island Resort - Ocean Point,5,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-6,Fripp Island Resort - Ocean Point,6,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-7,Fripp Island Resort - Ocean Point,7,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-8,Fripp Island Resort - Ocean Point,8,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-9,Fripp Island Resort - Ocean Point,9,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-10,Fripp Island Resort - Ocean Point,10,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-11,Fripp Island Resort - Ocean Point,11,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-12,Fripp Island Resort - Ocean Point,12,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-13,Fripp Island Resort - Ocean Point,13,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-14,Fripp Island Resort - Ocean Point,14,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-15,Fripp Island Resort - Ocean Point,15,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-16,Fripp Island Resort - Ocean Point,16,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-17,Fripp Island Resort - Ocean Point,17,,,,,,Fripp Island,,29920,,,
fripp-island-resort-ocean-point-18,Fripp Island Resort - Ocean Point,18,,,,,,Fripp Island,,29920,,,
furman-university-golf-club-1,Furman University Golf Club,1,,,,,,Greenville,,29617,,,
furman-university-golf-club-2,Furman University Golf Club,2,,,,,,Greenville,,29617,,,
furman-university-golf-club-3,Furman University Golf Club,3,,,,,,Greenville,,29617,,,
furman-university-golf-club-4,Furman University Golf Club,4,,,,,,Greenville,,29617,,,
furman-university-golf-club-5,Furman University Golf Club,5,,,,,,Greenville,,29617,,,
furman-university-golf-club-6,Furman University Golf Club,6,,,,,,Greenville,,29617,,,
furman-university-golf-club-7,Furman University Golf Club,7,,,,,,Greenville,,29617,,,
furman-university-golf-club-8,Furman University Golf Club,8,,,,,,Greenville,,29617,,,
furman-university-golf-club-9,Furman University Golf Club,9,,,,,,Greenville,,29617,,,
furman-university-golf-club-10,Furman University Golf Club,10,,,,,,Greenville,,29617,,,
furman-university-golf-club-11,Furman University Golf Club,11,,,,,,Greenville,,29617,,,
furman-university-golf-club-12,Furman University Golf Club,12,,,,,,Greenville,,29617,,,
